ID,Forename,Surname,ImageURL,ImageActionURL
75824,Luis,CUESTA,https://cdn.soccerwiki.org/images/player/75824.png,
75831,Juan,SARMIENTO,https://cdn.soccerwiki.org/images/player/75831.png,
75832,Jonathan,CAICEDO,https://cdn.soccerwiki.org/images/player/75832.jpg,
75834,Juan,OTERO,https://cdn.soccerwiki.org/images/player/75834.png,
75839,Alexis,PÉREZ,https://cdn.soccerwiki.org/images/player/75839.png,
75850,Walmer,PACHECO,https://cdn.soccerwiki.org/images/player/75850.png,
75853,Nelino,TAPIA,https://cdn.soccerwiki.org/images/player/75853.png,
75854,Michael,BARRIOS,https://cdn.soccerwiki.org/images/player/75854.png,
75856,Mauro,MANOTAS,https://cdn.soccerwiki.org/images/player/75856.png,
75858,Mario,ÁLVAREZ,,
75859,Geovanni,BANGUERA,https://cdn.soccerwiki.org/images/player/75859.png,
75907,Nicolás,GIRALDO,https://cdn.soccerwiki.org/images/player/75907.png,
75924,Sergio,VILLARREAL,https://cdn.soccerwiki.org/images/player/75924.jpg,
75925,Jhonatan,AGUDELO,https://cdn.soccerwiki.org/images/player/75925.png,
75926,Ánderson,PLATA,https://cdn.soccerwiki.org/images/player/75926.png,
75928,Omar,ALBORNOZ,https://cdn.soccerwiki.org/images/player/75928.png,
75936,Wilfrido,DE LA ROSA,https://cdn.soccerwiki.org/images/player/75936.png,
75937,Andrés,IBARGÜEN,https://cdn.soccerwiki.org/images/player/75937.png,
75938,César,MENA,,
75941,Germán,GUTIÉRREZ,https://cdn.soccerwiki.org/images/player/75941.png,
75942,Oidel,PÉREZ,,
75944,Estefano,ARANGO,https://cdn.soccerwiki.org/images/player/75944.png,
75950,Carlos,RIVAS,https://cdn.soccerwiki.org/images/player/75950.png,
75952,Fabián,VIÁFARA,https://cdn.soccerwiki.org/images/player/75952.png,
75954,Brayan,ANGULO,https://cdn.soccerwiki.org/images/player/75954.png,
75967,Daniel,LONDOÑO,https://cdn.soccerwiki.org/images/player/75967.jpg,
75968,Mateo,CARDONA,https://cdn.soccerwiki.org/images/player/75968.png,
75969,Andrés,TELLO,https://cdn.soccerwiki.org/images/player/75969.png,
75970,Jairo,MOLINA,https://cdn.soccerwiki.org/images/player/75970.png,
75971,Juan Camilo,ZAPATA,,
75975,Pier,GRAZZIANI,https://cdn.soccerwiki.org/images/player/75975.png,
75977,Álex,CASTRO,https://cdn.soccerwiki.org/images/player/75977.png,
75978,Deiver,MACHADO,https://cdn.soccerwiki.org/images/player/75978.png,
75979,Jeison,ESTUPIÑÁN,,
75980,Juan Sebastián,HERRERA,https://cdn.soccerwiki.org/images/player/75980.png,
75982,Davinson,SÁNCHEZ,https://cdn.soccerwiki.org/images/player/75982.png,
75983,Luis,OREJUELA,https://cdn.soccerwiki.org/images/player/75983.png,
75984,Juan,QUINTERO,https://cdn.soccerwiki.org/images/player/75984.png,
75985,Nilson,CASTRILLÓN,https://cdn.soccerwiki.org/images/player/75985.png,
75987,Juan,BALANTA,https://cdn.soccerwiki.org/images/player/75987.jpg,
75988,Rafael,BORRÉ,https://cdn.soccerwiki.org/images/player/75988.png,
75989,Jown,CARDONA,https://cdn.soccerwiki.org/images/player/75989.png,
75992,Luis,VÁSQUEZ,https://cdn.soccerwiki.org/images/player/75992.png,
75993,Yairo,MORENO,https://cdn.soccerwiki.org/images/player/75993.png,
75994,Alfredo,MORELOS,https://cdn.soccerwiki.org/images/player/75994.png,
75995,William,PARRA,https://cdn.soccerwiki.org/images/player/75995.png,
75996,Armando,VARGAS,https://cdn.soccerwiki.org/images/player/75996.png,
75997,Darío,RODRÍGUEZ,https://cdn.soccerwiki.org/images/player/75997.jpg,
75998,Sergio,ROMÁN,https://cdn.soccerwiki.org/images/player/75998.png,
75999,José Luis,MORENO,https://cdn.soccerwiki.org/images/player/75999.jpg,
76001,Raúl,PEÑARANDA,,
76989,Brayan,RIASCOS,https://cdn.soccerwiki.org/images/player/76989.png,
77808,Jorge,GONZÁLEZ PRADO,https://cdn.soccerwiki.org/images/player/77808.jpg,
78874,Mauricio,RIVAS,,
79246,Cristian,FLÓREZ,https://cdn.soccerwiki.org/images/player/79246.jpg,
79367,Yair,ARBOLEDA,https://cdn.soccerwiki.org/images/player/79367.png,
79368,Pablo,MINA,https://cdn.soccerwiki.org/images/player/79368.jpg,
79377,Camilo,DEL CASTILLO,https://cdn.soccerwiki.org/images/player/79377.png,
79379,Jhonathan,MUÑOZ,https://cdn.soccerwiki.org/images/player/79379.jpg,
79380,Martín,PAYARES,https://cdn.soccerwiki.org/images/player/79380.png,
79382,Andrés,QUEJADA,https://cdn.soccerwiki.org/images/player/79382.png,
79384,Edwin,VELASCO,https://cdn.soccerwiki.org/images/player/79384.png,
79390,Miguel,MEDINA,https://cdn.soccerwiki.org/images/player/79390.png,
79392,Henry,CASTILLO,,
79393,Carlos,IBARGÜEN,https://cdn.soccerwiki.org/images/player/79393.png,
79397,Diego,MARTÍNEZ,https://cdn.soccerwiki.org/images/player/79397.png,
79398,Ramón,CÓRDOBA,https://cdn.soccerwiki.org/images/player/79398.jpg,
79404,Leonardo,SALDAÑA,https://cdn.soccerwiki.org/images/player/79404.png,
79408,César,CARRILLO,https://cdn.soccerwiki.org/images/player/79408.png,
79416,Jeferson,COLLAZOS,,
79752,Esteban,GIRALDO,,
79763,Álvaro,MONTERO,https://cdn.soccerwiki.org/images/player/79763.png,
79765,Israel,ALBA,https://cdn.soccerwiki.org/images/player/79765.png,
79766,Mateo,PALACIOS,https://cdn.soccerwiki.org/images/player/79766.png,
79767,Misael,RIASCOS,https://cdn.soccerwiki.org/images/player/79767.png,
79794,Jáder,OBRIAN,https://cdn.soccerwiki.org/images/player/79794.png,
79860,Jorge,CARRASCAL,https://cdn.soccerwiki.org/images/player/79860.png,
79865,Didier,DELGADO,https://cdn.soccerwiki.org/images/player/79865.png,
79866,Sebastián,VILLA,https://cdn.soccerwiki.org/images/player/79866.png,
79877,John,GARCÍA,https://cdn.soccerwiki.org/images/player/79877.png,
79878,David,GÓMEZ,,
79882,José,LLOREDA,https://cdn.soccerwiki.org/images/player/79882.png,
79884,Miguel,PÉREZ,,
79896,Cristian,BORJA,https://cdn.soccerwiki.org/images/player/79896.png,
79897,Juan,ROA,https://cdn.soccerwiki.org/images/player/79897.png,
79900,Felipe,BANGUERO,https://cdn.soccerwiki.org/images/player/79900.png,
79901,Jeison,PALACIOS,https://cdn.soccerwiki.org/images/player/79901.png,
79904,Óscar,VANEGAS,https://cdn.soccerwiki.org/images/player/79904.png,
79912,Arley,RODRÍGUEZ,https://cdn.soccerwiki.org/images/player/79912.png,
79916,Sebastián,SALAZAR,https://cdn.soccerwiki.org/images/player/79916.png,
79917,Jhon,VELÁSQUEZ,https://cdn.soccerwiki.org/images/player/79917.png,
79920,Erick,MONTAÑO,,
79941,Edisson,RESTREPO,https://cdn.soccerwiki.org/images/player/79941.png,
79942,Marlon,TORRES,https://cdn.soccerwiki.org/images/player/79942.png,
79943,Dayron,MOSQUERA,https://cdn.soccerwiki.org/images/player/79943.jpg,
79944,Marlos,MORENO,https://cdn.soccerwiki.org/images/player/79944.png,
79953,Maicol,MEDINA,https://cdn.soccerwiki.org/images/player/79953.png,
79954,Tommy,TOBAR,https://cdn.soccerwiki.org/images/player/79954.png,
79955,Cristian,ARRIETA,https://cdn.soccerwiki.org/images/player/79955.png,
79958,Faber,GIL,https://cdn.soccerwiki.org/images/player/79958.png,
79973,Danilo,ARBOLEDA,https://cdn.soccerwiki.org/images/player/79973.png,
79992,Johan,WALLENS,https://cdn.soccerwiki.org/images/player/79992.png,
81497,Almir,SOTO,https://cdn.soccerwiki.org/images/player/81497.png,
81699,Kevin,BALANTA,https://cdn.soccerwiki.org/images/player/81699.png,
82423,Julian,PINO,,
82470,Iván,ARBOLEDA,https://cdn.soccerwiki.org/images/player/82470.png,
83053,Ronaldo,ARIZA,https://cdn.soccerwiki.org/images/player/83053.jpg,
83156,Marín,JUANDA,https://cdn.soccerwiki.org/images/player/83156.jpg,
83205,Jesús,MARIMÓN,https://cdn.soccerwiki.org/images/player/83205.png,
84550,Nicolás,BENEDETTI,https://cdn.soccerwiki.org/images/player/84550.png,
84551,Mateo,CASSIERRA,https://cdn.soccerwiki.org/images/player/84551.png,
84935,Oswaldo,BLANCO,https://cdn.soccerwiki.org/images/player/84935.jpg,
84978,Luis,SALAZAR,https://cdn.soccerwiki.org/images/player/84978.jpg,
85020,Over,GARCÍA,https://cdn.soccerwiki.org/images/player/85020.jpg,
85037,Pablo,ROJAS,https://cdn.soccerwiki.org/images/player/85037.png,
85195,Juan José,CALERO,https://cdn.soccerwiki.org/images/player/85195.png,
85325,Antony,OTERO,https://cdn.soccerwiki.org/images/player/85325.jpg,
85340,Leonardo,CASTRO,https://cdn.soccerwiki.org/images/player/85340.png,
85389,Daniel,CATAÑO,https://cdn.soccerwiki.org/images/player/85389.png,
85475,Aldair,GUZMÁN,https://cdn.soccerwiki.org/images/player/85475.jpg,
85478,David,MURILLO,https://cdn.soccerwiki.org/images/player/85478.png,
85569,Tomás,MAYA,https://cdn.soccerwiki.org/images/player/85569.png,
85570,David,CASTAÑEDA,https://cdn.soccerwiki.org/images/player/85570.jpg,
85571,Brayan,ROVIRA,https://cdn.soccerwiki.org/images/player/85571.png,
85572,Sebastián,TÁMARA,https://cdn.soccerwiki.org/images/player/85572.png,
85573,Jair,MOSQUERA,https://cdn.soccerwiki.org/images/player/85573.png,
85577,Jhonier,VIVEROS,https://cdn.soccerwiki.org/images/player/85577.png,
85578,Óscar,ESTUPIÑÁN,https://cdn.soccerwiki.org/images/player/85578.png,
85579,Jhon Fredy,SALAZAR,https://cdn.soccerwiki.org/images/player/85579.png,
85586,Ronaldo,TAVERA,https://cdn.soccerwiki.org/images/player/85586.png,
85593,Omar,DUARTE,https://cdn.soccerwiki.org/images/player/85593.png,
85596,Claudio,RUBIANO,,
85598,Stiven,VEGA,https://cdn.soccerwiki.org/images/player/85598.png,
85599,Matteo,FRIGERIO,,
85600,Andrés,LLINÁS,https://cdn.soccerwiki.org/images/player/85600.png,
85605,Jhon,LUCUMÍ,https://cdn.soccerwiki.org/images/player/85605.png,
85608,Álvaro,ANGULO,https://cdn.soccerwiki.org/images/player/85608.png,
85612,Richard,RENTERÍA,https://cdn.soccerwiki.org/images/player/85612.png,
85613,Yeison,SUÁREZ,https://cdn.soccerwiki.org/images/player/85613.png,
85615,Christian,RIVERA,https://cdn.soccerwiki.org/images/player/85615.png,
85617,José,MOYA,https://cdn.soccerwiki.org/images/player/85617.png,
85618,Ezequiel,PALOMEQUE,https://cdn.soccerwiki.org/images/player/85618.png,
85619,Luis,CAICEDO,https://cdn.soccerwiki.org/images/player/85619.png,
85620,Stiven,MINA,,
85621,Oscar,CAICEDO,,
85624,Ever,VALENCIA,https://cdn.soccerwiki.org/images/player/85624.jpg,
85626,Sebastián,MACIAS,https://cdn.soccerwiki.org/images/player/85626.jpg,
85627,Diego,HERAZO,https://cdn.soccerwiki.org/images/player/85627.png,
85628,Juan,VALENCIA,https://cdn.soccerwiki.org/images/player/85628.png,
85629,Carlos,SINISTERRA,,
85630,Yilton,DÍAZ,,
85631,Jhon,MOSQUERA,,
85638,James,AGUIRRE,https://cdn.soccerwiki.org/images/player/85638.jpg,
85640,Jhon,PÉREZ,https://cdn.soccerwiki.org/images/player/85640.png,
85641,Juan,DUQUE,https://cdn.soccerwiki.org/images/player/85641.jpg,
85643,Sebastián,SILVA,,
85645,Anderson,ARROYO,https://cdn.soccerwiki.org/images/player/85645.png,
85648,Julián,GUERRERO,,
85649,Carlos,PÉREZ,https://cdn.soccerwiki.org/images/player/85649.png,
85654,Juan,JIMÉNEZ,,
85655,Kevin,LONDOÑO,https://cdn.soccerwiki.org/images/player/85655.png,
85658,Jimmy,MICAN,,
85659,Yan,MOSQUERA,,
85661,Kevin,SALAZAR,https://cdn.soccerwiki.org/images/player/85661.jpg,
85662,Edward,CUERNÚ,,
85663,Juan Carlos,MORENO,,
85664,Adrián,PARRA,https://cdn.soccerwiki.org/images/player/85664.png,
85665,Carlos,RODRÍGUEZ,https://cdn.soccerwiki.org/images/player/85665.png,
85667,William,CUESTA,https://cdn.soccerwiki.org/images/player/85667.png,
85668,Geovan,MONTES,https://cdn.soccerwiki.org/images/player/85668.png,
85671,Diego,VALOYES,https://cdn.soccerwiki.org/images/player/85671.png,
85687,Déinner,QUIÑONES,https://cdn.soccerwiki.org/images/player/85687.png,
85688,Cristián,DÁJOME,https://cdn.soccerwiki.org/images/player/85688.png,
85691,Leonardo,ESCORCIA,https://cdn.soccerwiki.org/images/player/85691.png,
85693,Dubán,PALACIO,https://cdn.soccerwiki.org/images/player/85693.png,
85695,Diego,CUADROS,https://cdn.soccerwiki.org/images/player/85695.png,
85701,Santiago,JIMÉNEZ,https://cdn.soccerwiki.org/images/player/85701.png,
85702,Carlos,PÁEZ,https://cdn.soccerwiki.org/images/player/85702.png,
85703,Santiago,RUIZ,https://cdn.soccerwiki.org/images/player/85703.png,
85704,Jorge,SEGURA,https://cdn.soccerwiki.org/images/player/85704.png,
85707,Michael,LÓPEZ,,
85708,Diego,MORENO,https://cdn.soccerwiki.org/images/player/85708.png,
85710,Daniel,ROJANO,https://cdn.soccerwiki.org/images/player/85710.png,
85711,Iván,ROJAS,https://cdn.soccerwiki.org/images/player/85711.png,
85714,Eliécer,ESPINOSA,https://cdn.soccerwiki.org/images/player/85714.png,
85716,Yeison,GUZMÁN,https://cdn.soccerwiki.org/images/player/85716.png,
85717,Michael,GÓMEZ,https://cdn.soccerwiki.org/images/player/85717.png,
85718,Duván,VERGARA,https://cdn.soccerwiki.org/images/player/85718.png,
85726,Marvin,VALLECILLA,,
85728,Breidy,GOLUZ,,
85734,Edis,IBARGÜEN,https://cdn.soccerwiki.org/images/player/85734.png,
85735,Duman,HERRERA,,
85738,Carlos,RIASCOS,,
85739,Yhormar,HURTADO,https://cdn.soccerwiki.org/images/player/85739.png,
85740,Juan David,RÍOS,https://cdn.soccerwiki.org/images/player/85740.png,
85741,John Henry,SÁNCHEZ,,
86910,Juancho,VICTORIA,https://cdn.soccerwiki.org/images/player/86910.png,
87429,Leonardo,RUIZ,https://cdn.soccerwiki.org/images/player/87429.png,
87480,Cristian,VALENCIA,https://cdn.soccerwiki.org/images/player/87480.jpg,
87481,Daniel,MURILLO,,
87484,Marlon,SOLÍS OSORIO,,
87486,Miguel,LEÓN,,
87487,José,PALACIOS,,
87488,Kelvin,OSORIO,https://cdn.soccerwiki.org/images/player/87488.png,
87489,Juan,VALENCIA,https://cdn.soccerwiki.org/images/player/87489.png,
87494,Víctor,CABEZAS,https://cdn.soccerwiki.org/images/player/87494.png,
87496,Tardelis,PEÑA,,
87499,Yimmer,SALAS,,
87503,Pedro,VALOYES,https://cdn.soccerwiki.org/images/player/87503.png,
87504,Juan Diego,GIRALDO,,
87505,Luis,HURTADO,,
87507,Aldair,QUINTANA,https://cdn.soccerwiki.org/images/player/87507.png,
87511,Esteban,RUÍZ,https://cdn.soccerwiki.org/images/player/87511.png,
87512,Neider,BARONA,,
87514,Michel,CÁRDENAS,,
87517,David,LEMOS,https://cdn.soccerwiki.org/images/player/87517.png,
87518,Luis,SINISTERRA,https://cdn.soccerwiki.org/images/player/87518.png,
87520,Devis,VÁSQUEZ,https://cdn.soccerwiki.org/images/player/87520.png,
87528,Carlos,CUESTA,https://cdn.soccerwiki.org/images/player/87528.png,
87529,Duván,URIBE,,
87530,Juan Pablo,RAMÍREZ,https://cdn.soccerwiki.org/images/player/87530.png,
87532,Andrés,CÓRDOBA,,
87533,Hadier,BORJA,,
87534,Andrés,SARMIENTO,https://cdn.soccerwiki.org/images/player/87534.png,
87538,Breiner,PAZ,https://cdn.soccerwiki.org/images/player/87538.png,
87539,Santiago,MOSQUERA,https://cdn.soccerwiki.org/images/player/87539.png,
87547,Eber,DÍAZ,,
88058,Cucho,HERNÁNDEZ,https://cdn.soccerwiki.org/images/player/88058.png,
88638,Carlos,MORENO,https://cdn.soccerwiki.org/images/player/88638.png,
88810,Lucho,GARCÍA,https://cdn.soccerwiki.org/images/player/88810.png,
89088,Jhon,ARIAS,https://cdn.soccerwiki.org/images/player/89088.png,
89243,Nicolás,GIL,https://cdn.soccerwiki.org/images/player/89243.png,
89244,Carlos,POLO,,
89250,Homer,MARTÍNEZ,https://cdn.soccerwiki.org/images/player/89250.png,
89251,Luis,SANDOVAL,https://cdn.soccerwiki.org/images/player/89251.png,
89252,Enrique,SERJE,https://cdn.soccerwiki.org/images/player/89252.png,
89254,Iván,ANGULO,https://cdn.soccerwiki.org/images/player/89254.png,
89256,Harlin,SUÁREZ,https://cdn.soccerwiki.org/images/player/89256.png,
89257,Kevin,SALAZAR,https://cdn.soccerwiki.org/images/player/89257.png,
89258,Dayron,BENAVIDES,,
89261,Eddie,SEGURA,https://cdn.soccerwiki.org/images/player/89261.png,
89267,David,CAMACHO,https://cdn.soccerwiki.org/images/player/89267.png,
89268,Domingo,ORTIZ,,
89269,Manuel,ARIAS,https://cdn.soccerwiki.org/images/player/89269.png,
89271,Aldair,GUTIÉRREZ,https://cdn.soccerwiki.org/images/player/89271.png,
89272,Mateo,PUERTA,https://cdn.soccerwiki.org/images/player/89272.png,
89274,Julián,MILLÁN,https://cdn.soccerwiki.org/images/player/89274.png,
89276,Duvan,SEVILLANO,,
89277,Duvan,SÁNCHEZ,,
89278,Mateo,TREJOS,,
89279,Brayan,FERNÁNDEZ,https://cdn.soccerwiki.org/images/player/89279.png,
89280,Yeison,MORENO,https://cdn.soccerwiki.org/images/player/89280.png,
89291,Fabián,MOSQUERA,https://cdn.soccerwiki.org/images/player/89291.png,
89294,Felipe,ÁVILA,https://cdn.soccerwiki.org/images/player/89294.png,
89296,Ángel,BONILLA,https://cdn.soccerwiki.org/images/player/89296.png,
89302,Harrinson,MANCILLA,https://cdn.soccerwiki.org/images/player/89302.png,
89309,Arley,BONILLA,,
89310,Ethan,GONZÁLEZ,,
89319,Freddy,FLÓREZ,https://cdn.soccerwiki.org/images/player/89319.png,
89320,Edwin,TORRES,https://cdn.soccerwiki.org/images/player/89320.png,
89322,Óscar,CABEZAS,https://cdn.soccerwiki.org/images/player/89322.png,
89323,Jhon,MENA,https://cdn.soccerwiki.org/images/player/89323.png,
89324,Saramys,RODRÍGUEZ,,
89325,Sebastián,GUTIÉRREZ,,
89330,David,AGUDELO,,
89331,Juan David,RAMÍREZ,https://cdn.soccerwiki.org/images/player/89331.png,
89332,Federico,ARBELÁEZ,https://cdn.soccerwiki.org/images/player/89332.png,
89339,Cristian,MOYA,https://cdn.soccerwiki.org/images/player/89339.png,
89340,José Orlando,PÉREZ,,
89341,David,PÉREZ,,
89342,Jean,RIVERA,,
89343,Jeferson,RIVAS,https://cdn.soccerwiki.org/images/player/89343.png,
89376,Camilo,MONROY,https://cdn.soccerwiki.org/images/player/89376.png,
89380,Geimer,BALANTA,https://cdn.soccerwiki.org/images/player/89380.png,
89393,Hansel,ZAPATA,https://cdn.soccerwiki.org/images/player/89393.png,
89397,Jhohan,ROMAÑA,https://cdn.soccerwiki.org/images/player/89397.png,
89399,Eduard,ATUESTA,https://cdn.soccerwiki.org/images/player/89399.png,
89400,Mauricio,CORTÉS,,
89701,Bryam,REBELLÓN,,
89891,Victor,ARBOLEDA,https://cdn.soccerwiki.org/images/player/89891.png,
90596,Yeison,MENA,,
90939,Jhon Steven,MONDRAGÓN,https://cdn.soccerwiki.org/images/player/90939.png,
91187,Jader,VALENCIA,https://cdn.soccerwiki.org/images/player/91187.png,
91780,Rodrigo,RIVAS,https://cdn.soccerwiki.org/images/player/91780.png,
92814,José,CORTÉS,https://cdn.soccerwiki.org/images/player/92814.png,
93078,Jaminton,CAMPAZ,https://cdn.soccerwiki.org/images/player/93078.png,
93132,Gustavo,TORRES,https://cdn.soccerwiki.org/images/player/93132.png,
93204,Miguel,BARRAGÁN,,
93210,Tony,GUTIERREZ,,
93708,Brayner,DE ALBA,,
93831,Daniel,MANTILLA,https://cdn.soccerwiki.org/images/player/93831.png,
94105,Luis,HINESTROZA,,
94327,Kevin,ALADESANMI,https://cdn.soccerwiki.org/images/player/94327.png,
94847,Deiby,OCHOA,https://cdn.soccerwiki.org/images/player/94847.png,
94935,Geisson,PEREA,https://cdn.soccerwiki.org/images/player/94935.png,
95149,Damir,CÉTER,https://cdn.soccerwiki.org/images/player/95149.png,
95294,Johan,CABALLERO,https://cdn.soccerwiki.org/images/player/95294.png,
95315,Jonathan,CAPACHO,,
95360,Yeison,TOLOSA,https://cdn.soccerwiki.org/images/player/95360.png,
95462,Efraín,NAVARRO,https://cdn.soccerwiki.org/images/player/95462.png,
95465,Sebastián,ARANGO,https://cdn.soccerwiki.org/images/player/95465.png,
95466,Aldair,ARNEDO,,
95467,José,MOSQUERA,,
95468,Luis,TOLOZA,,
95469,Juan David,DÍAZ,,
95474,José,MUÑOZ,https://cdn.soccerwiki.org/images/player/95474.png,
95475,Andrey,ESTUPIÑÁN,https://cdn.soccerwiki.org/images/player/95475.png,
95477,Cristhian,CAÑIZALES,,
95488,Cristian,ARROYAVE,,
95489,Juan,MONTOYA,,
95490,Anderson,ANGULO,https://cdn.soccerwiki.org/images/player/95490.png,
95492,Diego,SÁNCHEZ,https://cdn.soccerwiki.org/images/player/95492.png,
95493,David,MONTOYA,,
95494,Juan Felipe,AGUIRRE,https://cdn.soccerwiki.org/images/player/95494.png,
95495,Jonathan,MARULANDA,https://cdn.soccerwiki.org/images/player/95495.png,
95496,Mateo,MUÑOZ,https://cdn.soccerwiki.org/images/player/95496.png,
95497,Felipe,JARAMILLO,https://cdn.soccerwiki.org/images/player/95497.png,
95500,Duván,GONZÁLEZ,,
95502,Wilmar,CRUZ,https://cdn.soccerwiki.org/images/player/95502.png,
95503,Sebastián,GÓMEZ,https://cdn.soccerwiki.org/images/player/95503.png,
95504,Jeison,MEDINA,https://cdn.soccerwiki.org/images/player/95504.png,
95505,Miguel,HERRERA,,
95507,Jáider,RIQUETT,https://cdn.soccerwiki.org/images/player/95507.png,
95508,Johan,CELEMÍN,,
95509,Daniel,PADILLA,,
95510,Matheo,CASTAÑO,https://cdn.soccerwiki.org/images/player/95510.png,
95512,Cristian,BARRIOS,https://cdn.soccerwiki.org/images/player/95512.png,
95513,Arbey,MOSQUERA,,
95517,Daniel,MUÑOZ,https://cdn.soccerwiki.org/images/player/95517.png,
95519,Juan,OTÁLVARO,https://cdn.soccerwiki.org/images/player/95519.png,
95520,Jesús,RIVAS,https://cdn.soccerwiki.org/images/player/95520.png,
95522,Sergio,PABÓN,https://cdn.soccerwiki.org/images/player/95522.png,
95524,José,MARTÍNEZ,,
95525,Luis,DÍAZ,https://cdn.soccerwiki.org/images/player/95525.png,https://cdn.soccerwiki.org/images/player/95525-action.png
95526,Johan,BOCANEGRA,https://cdn.soccerwiki.org/images/player/95526.png,
95527,Stiwart,ACUÑA,,
95533,Santiago,ROA,,
95536,Carlos,MOSQUERA,,
95537,Larry,ANGULO,https://cdn.soccerwiki.org/images/player/95537.png,
95538,José,GUZMÁN,,
95543,Andrés,AMAYA,https://cdn.soccerwiki.org/images/player/95543.png,
95544,Jean Carlos,PESTAÑA,https://cdn.soccerwiki.org/images/player/95544.png,
95546,Daniel,MORENO,https://cdn.soccerwiki.org/images/player/95546.png,
95549,Edwar,LÓPEZ,https://cdn.soccerwiki.org/images/player/95549.png,
95553,Cristian,BALDOVINO,https://cdn.soccerwiki.org/images/player/95553.png,
95554,Jhonatan,PÉREZ,https://cdn.soccerwiki.org/images/player/95554.png,
95558,Andrés Felipe,ROMÁN,https://cdn.soccerwiki.org/images/player/95558.png,
95559,Omar,BERTEL,https://cdn.soccerwiki.org/images/player/95559.png,
95560,Juan Camilo,SALAZAR,https://cdn.soccerwiki.org/images/player/95560.png,
95562,Nicolás,MURCIA,,
95563,Carlos,LÓPEZ,https://cdn.soccerwiki.org/images/player/95563.png,
95564,Kevin,RIVAS,https://cdn.soccerwiki.org/images/player/95564.png,
95565,Gustavo,CARVAJAL,https://cdn.soccerwiki.org/images/player/95565.png,
95566,Juan,ASPRILLA,https://cdn.soccerwiki.org/images/player/95566.png,
95567,Kevin,VIVEROS,https://cdn.soccerwiki.org/images/player/95567.png,
95568,Mayer,VIDAL,https://cdn.soccerwiki.org/images/player/95568.png,
95579,Santiago,LONDOÑO,https://cdn.soccerwiki.org/images/player/95579.png,
95582,Luis,RODRÍGUEZ,,
95583,Santiago,NOREÑA,https://cdn.soccerwiki.org/images/player/95583.png,
95591,Neyder,MORENO,https://cdn.soccerwiki.org/images/player/95591.png,
95594,Carlos,ROJAS,,
95629,Jimmy,VALOYES,,
95630,José,ORTIZ,https://cdn.soccerwiki.org/images/player/95630.png,
95636,Stiven,RENTERÍA,,
95637,Déiber,CAICEDO,https://cdn.soccerwiki.org/images/player/95637.png,
95638,Sebastian,GUERRA,https://cdn.soccerwiki.org/images/player/95638.png,
95639,Andrés,REYES,https://cdn.soccerwiki.org/images/player/95639.png,
95640,Jorman,CAMPUZANO,https://cdn.soccerwiki.org/images/player/95640.png,
95643,Miguel,NAZARIT,https://cdn.soccerwiki.org/images/player/95643.png,
95645,Sebastián,GUZMÁN,https://cdn.soccerwiki.org/images/player/95645.png,
95646,Marcelino,CARREAZO,https://cdn.soccerwiki.org/images/player/95646.png,
95647,Sebastián,PALMA,https://cdn.soccerwiki.org/images/player/95647.png,
95648,Johan,CARBONERO,https://cdn.soccerwiki.org/images/player/95648.png,
95649,Ménder,GARCÍA,https://cdn.soccerwiki.org/images/player/95649.png,
95653,Yimy,GÓMEZ,https://cdn.soccerwiki.org/images/player/95653.png,
95655,Jaime,GIRALDO,,
95656,Rivaldo,CORREA,,
95904,Manuel,LOAIZA,,
96867,Edwuin,CETRÉ,https://cdn.soccerwiki.org/images/player/96867.png,
96920,Gabriel,FUENTES,https://cdn.soccerwiki.org/images/player/96920.png,
97405,Diego,CALDERÓN,https://cdn.soccerwiki.org/images/player/97405.png,
97483,Bladimir,DÍAZ,https://cdn.soccerwiki.org/images/player/97483.png,
97732,Steven,ALZATE,https://cdn.soccerwiki.org/images/player/97732.png,
97855,Luis,SUÁREZ,https://cdn.soccerwiki.org/images/player/97855.png,
98254,Jeison,QUIÑONES,https://cdn.soccerwiki.org/images/player/98254.png,
98272,Daniel,BEDOYA,,
98442,Neyder,LOZANO,https://cdn.soccerwiki.org/images/player/98442.png,
99829,Ian,POVEDA,https://cdn.soccerwiki.org/images/player/99829.png,
99942,Ricardo,MÁRQUEZ,https://cdn.soccerwiki.org/images/player/99942.png,
100030,Edwin,BANGUERA,https://cdn.soccerwiki.org/images/player/100030.png,
100169,Nicolás,HERNÁNDEZ,https://cdn.soccerwiki.org/images/player/100169.png,
100213,Juan Camilo,BECERRA,https://cdn.soccerwiki.org/images/player/100213.png,
100384,Juan Felipe,VILLA,https://cdn.soccerwiki.org/images/player/100384.png,
100420,Juan,PEÑALOZA,https://cdn.soccerwiki.org/images/player/100420.png,
100466,Santiago,PATIÑO,https://cdn.soccerwiki.org/images/player/100466.png,
100639,Alexander,PORRAS,,
100640,Edwin,HERRERA,https://cdn.soccerwiki.org/images/player/100640.png,
100641,Juan Sebastián,PEDROZA,https://cdn.soccerwiki.org/images/player/100641.png,
100644,Víctor,MORENO,https://cdn.soccerwiki.org/images/player/100644.png,
100647,Kevin,AGUDELO,https://cdn.soccerwiki.org/images/player/100647.png,
100648,Jhon,CÓRDOBA,https://cdn.soccerwiki.org/images/player/100648.png,
100649,Hernán,HERNÁNDEZ,,
100650,Kevin,SALAZAR,,
100651,Luis,MOSQUERA,,
100652,Francisco,PUNGO,,
100656,Sebastián,RODRÍGUEZ,https://cdn.soccerwiki.org/images/player/100656.png,
